src_tokens,trg_tokens,src_tokens_word,trg_tokens_word,src_ids,trg_ids,src_ids_word,trg_ids_word,src_len,trg_len,src_len_word,trg_len_word
"['▁you', '▁are', '▁in', '▁better', '▁sha', 'pe', '▁than', '▁i', '▁am', '.']","['▁तपाईं', '▁म', '▁भन्दा', '▁राम्रो', '▁अव', 'स्थ', 'ामा', '▁हुनुहुन्छ', '।']","['▁you', '▁are', '▁in', '▁better', '▁shape', '▁than', '▁i', '▁am.']","['▁तपाईं', '▁म', '▁भन्दा', '▁राम्रो', '▁अवस्थामा', '▁हुनुहुन्छ।']","[2, 21, 73, 57, 439, 820, 170, 247, 8, 104, 4, 3]","[2, 84, 6, 271, 175, 849, 500, 325, 142, 4, 3]","[2, 6, 15, 16, 148, 1, 94, 4, 705, 3]","[2, 27, 4, 63, 30, 1463, 85, 3]",12,11,10,8
"['▁what', '▁are', '▁you', '▁studying', '?', '▁french', '.']","['▁""', 'तिमी', '▁के', '▁पढ्दै', '▁छौ', '?', '""', '▁""', 'फ्रान्सेली', '▁भाषा', '।', '""']","['▁what', '▁are', '▁you', '▁studying?', '▁french.']","['▁""तिमी', '▁के', '▁पढ्दै', '▁छौ?""', '▁""फ्रान्सेली', '▁भाषा।""']","[2, 94, 73, 21, 1303, 6, 308, 4, 3]","[2, 98, 1067, 34, 1496, 715, 5, 2961, 98, 1985, 686, 4, 2961, 3]","[2, 23, 15, 6, 1, 194, 3]","[2, 848, 7, 555, 1968, 849, 1, 3]",9,14,7,8
"['▁an', '▁expl', 'os', 'ion', '▁ble', 'w', '▁the', '▁house', '▁apart', '.']","['▁वि', 'ष्', 'फ', 'ोट', 'ले', '▁घर', '▁ध्वस्त', '▁पारेको', '▁छ', '▁', '।']","['▁an', '▁explosion', '▁blew', '▁the', '▁house', '▁apart.']","['▁विष्फोटले', '▁घर', '▁ध्वस्त', '▁पारेको', '▁छ', '▁।']","[2, 67, 889, 516, 138, 2467, 2986, 23, 424, 1481, 4, 3]","[2, 158, 1164, 2964, 840, 18, 278, 2625, 1907, 13, 2926, 4, 3]","[2, 74, 1, 2088, 8, 228, 2524, 3]","[2, 1, 125, 1083, 737, 22, 14, 3]",12,13,8,8
"['▁can', '▁you', '▁pick', '▁me', '▁up', '▁at', '▁the', '▁station', '?']","['▁के', '▁मलाई', '▁स्टेशन', 'मा', '▁लिन', '▁आउन', '▁सक्छौ', '?']","['▁can', '▁you', '▁pick', '▁me', '▁up', '▁at', '▁the', '▁station?']","['▁के', '▁मलाई', '▁स्टेशनमा', '▁लिन', '▁आउन', '▁सक्छौ?']","[2, 100, 21, 1049, 78, 196, 132, 23, 986, 6, 3]","[2, 34, 49, 1140, 29, 729, 1224, 1286, 5, 3]","[2, 45, 6, 715, 33, 81, 41, 8, 1419, 3]","[2, 7, 6, 1, 246, 411, 1, 3]",11,10,10,8
"['▁can', '▁you', '▁please', '▁explain', '▁this', '▁to', '▁me', '?']","['▁कृपया', '▁मलाई', '▁यो', '▁कुरा', '▁बुझ', 'ाउन', '▁सक्नुहुन्छ', '?']","['▁can', '▁you', '▁please', '▁explain', '▁this', '▁to', '▁me?']","['▁कृपया', '▁मलाई', '▁यो', '▁कुरा', '▁बुझाउन', '▁सक्नुहुन्छ?']","[2, 100, 21, 278, 1113, 86, 10, 78, 6, 3]","[2, 306, 49, 68, 195, 590, 210, 375, 5, 3]","[2, 45, 6, 102, 626, 22, 7, 168, 3]","[2, 73, 6, 10, 40, 2644, 153, 3]",10,10,9,8
"['▁could', '▁you', '▁leave', '▁this', '▁book', '▁with', '▁me', '?']","['▁के', '▁तपाईं', '▁यो', '▁किताब', '▁मसँग', '▁छोड्न', '▁सक्नुहुन्छ', '?']","['▁could', '▁you', '▁leave', '▁this', '▁book', '▁with', '▁me?']","['▁के', '▁तपाईं', '▁यो', '▁किताब', '▁मसँग', '▁छोड्न', '▁सक्नुहुन्छ?']","[2, 233, 21, 461, 86, 321, 126, 78, 6, 3]","[2, 34, 84, 68, 597, 398, 888, 375, 5, 3]","[2, 66, 6, 189, 22, 187, 37, 168, 3]","[2, 7, 27, 10, 229, 103, 264, 153, 3]",10,10,9,9
"['▁excuse', '▁me', '▁are', '▁you', '▁a', '▁student', '▁here', '?']","['▁माफ', '▁गर्नुहोस्', ',', '▁के', '▁तपाईं', '▁यहाँको', '▁विद्यार्थी', '▁हुनुहुन्छ', '?']","['▁excuse', '▁me', '▁are', '▁you', '▁a', '▁student', '▁here?']","['▁माफ', '▁गर्नुहोस्,', '▁के', '▁तपाईं', '▁यहाँको', '▁विद्यार्थी', '▁हुनुहुन्छ?']","[2, 1949, 78, 73, 21, 9, 733, 169, 6, 3]","[2, 1084, 320, 2973, 34, 84, 2655, 704, 142, 5, 3]","[2, 947, 33, 15, 6, 11, 1071, 203, 3]","[2, 383, 349, 7, 27, 1227, 391, 59, 3]",10,11,9,9
"['▁french', '▁is', '▁an', '▁interesting', '▁language', '.']","['▁फ्रेन्च', '▁एउटा', '▁रोचक', '▁भाषा', '▁हो', '।']","['▁french', '▁is', '▁an', '▁interesting', '▁language.']","['▁फ्रेन्च', '▁एउटा', '▁रोचक', '▁भाषा', '▁हो।']","[2, 308, 32, 67, 1118, 1376, 4, 3]","[2, 545, 227, 1459, 686, 56, 4, 3]","[2, 153, 9, 74, 777, 1263, 3]","[2, 201, 47, 593, 221, 15, 3]",8,8,7,7
"['▁have', '▁my', '▁piece', '▁of', '▁cake', '▁if', '▁you', '▁like', '.']","['▁यदि', '▁तपाईलाई', '▁मन', '▁पर्यो', '▁भने', '▁मेरो', '▁केक', 'को', '▁टुक्रा', '▁लिनुहोस्', '।']","['▁have', '▁my', '▁piece', '▁of', '▁cake', '▁if', '▁you', '▁like.']","['▁यदि', '▁तपाईलाई', '▁मन', '▁पर्यो', '▁भने', '▁मेरो', '▁केकको', '▁टुक्रा', '▁लिनुहोस्।']","[2, 65, 99, 1721, 69, 1420, 220, 21, 133, 4, 3]","[2, 728, 246, 124, 995, 231, 121, 1226, 17, 2609, 1980, 4, 3]","[2, 13, 27, 759, 20, 1260, 62, 6, 801, 3]","[2, 224, 53, 25, 1113, 114, 19, 1665, 1034, 792, 3]",11,13,10,11
"['▁he', '▁had', '▁friends', '▁all', '▁over', '▁the', '▁world', '.']","['▁संसार', 'भरि', '▁उनका', '▁साथी', '▁थिए', '▁', '।']","['▁he', '▁had', '▁friends', '▁all', '▁over', '▁the', '▁world.']","['▁संसारभरि', '▁उनका', '▁साथी', '▁थिए', '▁।']","[2, 46, 209, 546, 186, 427, 23, 893, 4, 3]","[2, 1516, 1179, 2357, 508, 139, 2926, 4, 3]","[2, 18, 59, 310, 60, 166, 8, 639, 3]","[2, 1, 884, 186, 315, 14, 3]",10,9,9,7
"['▁he', '▁is', '▁very', '▁good', '▁at', '▁playing', '▁viol', 'in', '.']","['▁उनी', '▁भायोलिन', '▁बजाउन', '▁निकै', '▁माहिर', '▁छन्', '▁', '।']","['▁he', '▁is', '▁very', '▁good', '▁at', '▁playing', '▁violin.']","['▁उनी', '▁भायोलिन', '▁बजाउन', '▁निकै', '▁माहिर', '▁छन्', '▁।']","[2, 46, 32, 175, 223, 132, 1026, 2275, 19, 4, 3]","[2, 170, 2732, 1862, 630, 2527, 177, 2926, 4, 3]","[2, 18, 9, 46, 79, 41, 370, 1, 3]","[2, 33, 1191, 753, 181, 1216, 148, 14, 3]",11,10,9,9
"['▁he', '▁really', '▁likes', '▁the', '▁united', '▁states', '.']","['▁उसलाई', '▁सं', 'यु', 'क्त', '▁राज', '्य', '▁अमेरिका', '▁मन', '▁पर्छ', '।']","['▁he', '▁really', '▁likes', '▁the', '▁united', '▁states.']","['▁उसलाई', '▁संयुक्त', '▁राज्य', '▁अमेरिका', '▁मन', '▁पर्छ।']","[2, 46, 250, 691, 23, 2404, 2438, 4, 3]","[2, 493, 584, 2029, 920, 410, 31, 2690, 124, 216, 4, 3]","[2, 18, 72, 231, 8, 1230, 2484, 3]","[2, 130, 1, 2892, 1457, 25, 57, 3]",9,12,8,8
"['▁he', '▁was', '▁very', '▁friendly', '▁to', '▁everybody', '.']","['▁उनी', '▁सबैसँग', '▁निकै', '▁मिलनसार', '▁थिए', '।']","['▁he', '▁was', '▁very', '▁friendly', '▁to', '▁everybody.']","['▁उनी', '▁सबैसँग', '▁निकै', '▁मिलनसार', '▁थिए।']","[2, 46, 74, 175, 2588, 10, 946, 4, 3]","[2, 170, 2669, 630, 1313, 139, 4, 3]","[2, 18, 19, 46, 2121, 7, 1837, 3]","[2, 33, 1299, 181, 461, 78, 3]",9,8,8,7
"['▁he', '▁was', '▁very', '▁friendly', '▁to', '▁everybody', '.']","['▁उहाँ', '▁सबैसँग', '▁धेरै', '▁मिलनसार', '▁हुनुहुन्थ्यो', '।']","['▁he', '▁was', '▁very', '▁friendly', '▁to', '▁everybody.']","['▁उहाँ', '▁सबैसँग', '▁धेरै', '▁मिलनसार', '▁हुनुहुन्थ्यो।']","[2, 46, 74, 175, 2588, 10, 946, 4, 3]","[2, 341, 2669, 93, 1313, 911, 4, 3]","[2, 18, 19, 46, 2121, 7, 1837, 3]","[2, 131, 1299, 13, 461, 833, 3]",9,8,8,7
"['▁how', '▁could', '▁you', '▁write', '▁such', '▁a', '▁letter', '?']","['▁तपाई', '▁यस्तो', '▁पत्र', '▁कसरी', '▁लेख्न', '▁सक्', 'नु', '▁हुन्छ', '▁', '?']","['▁how', '▁could', '▁you', '▁write', '▁such', '▁a', '▁letter?']","['▁तपाई', '▁यस्तो', '▁पत्र', '▁कसरी', '▁लेख्न', '▁सक्नु', '▁हुन्छ', '▁?']","[2, 153, 233, 21, 899, 915, 9, 776, 6, 3]","[2, 45, 1125, 1257, 490, 1127, 78, 27, 357, 2926, 5, 3]","[2, 43, 66, 6, 317, 307, 11, 2501, 3]","[2, 45, 385, 556, 132, 389, 1, 1357, 34, 3]",10,12,9,10
"['▁how', '▁could', '▁you', '▁write', '▁such', '▁a', '▁letter', '?']","['▁तिमीले', '▁यस्तो', '▁चि', 'ठ्', 'ठी', '▁कसरी', '▁लेख्न', '▁सक', '्यौ', '?']","['▁how', '▁could', '▁you', '▁write', '▁such', '▁a', '▁letter?']","['▁तिमीले', '▁यस्तो', '▁चिठ्ठी', '▁कसरी', '▁लेख्न', '▁सक्यौ?']","[2, 153, 233, 21, 899, 915, 9, 776, 6, 3]","[2, 358, 1125, 462, 2889, 829, 490, 1127, 315, 2126, 5, 3]","[2, 43, 66, 6, 317, 307, 11, 2501, 3]","[2, 87, 385, 1913, 132, 389, 1, 3]",10,12,9,8
"['▁how', '▁long', '▁are', '▁you', '▁going', '▁to', '▁do', '▁this', '?']","['▁तपाई', '▁कहिले', '▁सम्म', '▁यो', '▁गर्न', '▁जाँदै', '▁हुनुहुन्छ', '?']","['▁how', '▁long', '▁are', '▁you', '▁going', '▁to', '▁do', '▁this?']","['▁तपाई', '▁कहिले', '▁सम्म', '▁यो', '▁गर्न', '▁जाँदै', '▁हुनुहुन्छ?']","[2, 153, 326, 73, 21, 216, 10, 35, 86, 6, 3]","[2, 45, 495, 883, 68, 83, 813, 142, 5, 3]","[2, 43, 133, 15, 6, 64, 7, 12, 247, 3]","[2, 45, 158, 336, 10, 11, 691, 59, 3]",11,10,10,9
"['▁how', '▁was', '▁the', '▁man', '▁you', '▁met', '▁yesterday', '?']","['▁हिजो', '▁भेटेको', '▁मान्छे', '▁कस्तो', '▁थियो', '?']","['▁how', '▁was', '▁the', '▁man', '▁you', '▁met', '▁yesterday?']","['▁हिजो', '▁भेटेको', '▁मान्छे', '▁कस्तो', '▁थियो?']","[2, 153, 74, 23, 242, 21, 761, 540, 6, 3]","[2, 435, 1920, 496, 494, 105, 5, 3]","[2, 43, 19, 8, 239, 6, 333, 752, 3]","[2, 123, 775, 143, 133, 236, 3]",10,8,9,7
"['▁i', '▁bought', '▁a', '▁watch', '▁and', '▁an', '▁empty', '▁box', '.']","['▁मैले', '▁एउटा', '▁घडी', '▁र', '▁एउटा', '▁खाली', '▁बक्स', '▁किनेँ', '।']","['▁i', '▁bought', '▁a', '▁watch', '▁and', '▁an', '▁empty', '▁box.']","['▁मैले', '▁एउटा', '▁घडी', '▁र', '▁एउटा', '▁खाली', '▁बक्स', '▁किनेँ।']","[2, 8, 689, 9, 607, 130, 67, 2040, 1296, 4, 3]","[2, 88, 227, 1077, 39, 227, 874, 1454, 2477, 4, 3]","[2, 4, 230, 11, 345, 32, 74, 2047, 1466, 3]","[2, 12, 47, 423, 28, 47, 258, 2532, 1639, 3]",11,11,10,10
"['▁i', '▁did', '▁not', '▁know', '▁tom', '▁was', '▁from', '▁boston', '.']","['▁टम', '▁बोस्टनबाट', '▁आएको', '▁मलाई', '▁थाहा', '▁थिएन', '।']","['▁i', '▁did', '▁not', '▁know', '▁tom', '▁was', '▁from', '▁boston.']","['▁टम', '▁बोस्टनबाट', '▁आएको', '▁मलाई', '▁थाहा', '▁थिएन।']","[2, 8, 101, 37, 121, 22, 74, 257, 347, 4, 3]","[2, 16, 1586, 733, 49, 128, 294, 4, 3]","[2, 4, 25, 10, 39, 5, 19, 75, 197, 3]","[2, 5, 575, 209, 6, 20, 106, 3]",11,9,10,8
"['▁i', '▁do', '▁not', '▁think', '▁i', '▁have', '▁one', '▁of', '▁those', '.']","['▁के', '▁तपाई', '▁आज', '▁त्यसो', '▁गर्न', '▁रुच', 'ाउनुहुन्छ', '?']","['▁i', '▁do', '▁not', '▁think', '▁i', '▁have', '▁one', '▁of', '▁those.']","['▁के', '▁तपाई', '▁आज', '▁त्यसो', '▁गर्न', '▁रुचाउनुहुन्छ?']","[2, 8, 35, 37, 160, 8, 65, 219, 69, 863, 4, 3]","[2, 34, 45, 265, 254, 83, 970, 1571, 5, 3]","[2, 4, 12, 10, 47, 4, 13, 71, 20, 1, 3]","[2, 7, 45, 72, 56, 11, 2902, 3]",12,10,11,8
"['▁i', '▁forgot', '▁tom', '▁used', '▁to', '▁be', '▁a', '▁pl', 'um', 'ber', '.']","['▁टम', '▁प्', 'ल', 'म्बर', '▁हुनुहुन्थ्यो', '▁भनेर', '▁मैले', '▁बिर्सें', '।']","['▁i', '▁forgot', '▁tom', '▁used', '▁to', '▁be', '▁a', '▁plumber.']","['▁टम', '▁प्लम्बर', '▁हुनुहुन्थ्यो', '▁भनेर', '▁मैले', '▁बिर्सें।']","[2, 8, 1052, 22, 587, 10, 60, 9, 191, 327, 413, 4, 3]","[2, 16, 2139, 2935, 2196, 911, 369, 88, 1949, 4, 3]","[2, 4, 540, 5, 180, 7, 30, 11, 1, 3]","[2, 5, 2485, 1, 96, 12, 760, 3]",13,11,10,8
"['▁i', '▁found', '▁a', '▁good', '▁me', 'x', 'ic', 'an', '▁restaurant', '.']","['▁मैले', '▁एउटा', '▁स्वादिष्ट', '▁मे', 'क्स', 'िक', 'न', '▁रेस्टुरेन्ट', '▁फेला', '▁पारे', '।']","['▁i', '▁found', '▁a', '▁good', '▁mexican', '▁restaurant.']","['▁मैले', '▁एउटा', '▁स्वादिष्ट', '▁मेक्सिकन', '▁रेस्टुरेन्ट', '▁फेला', '▁पारे।']","[2, 8, 666, 9, 223, 78, 2995, 82, 36, 1384, 4, 3]","[2, 88, 227, 2827, 2143, 550, 213, 2929, 2001, 1105, 2412, 4, 3]","[2, 4, 232, 11, 79, 1, 1768, 3]","[2, 12, 47, 1338, 2843, 1251, 372, 2414, 3]",12,13,8,9
"['▁i', '▁guess', '▁nobody', '▁buy', 's', '▁these', '▁anymore', '.']","['▁मलाई', '▁लाग्छ', '▁अब', '▁यो', '▁कसैले', '▁किन्', 'दैन', '।']","['▁i', '▁guess', '▁nobody', '▁buys', '▁these', '▁anymore.']","['▁मलाई', '▁लाग्छ', '▁अब', '▁यो', '▁कसैले', '▁किन्दैन।']","[2, 8, 1464, 778, 527, 2978, 564, 698, 4, 3]","[2, 49, 167, 388, 68, 636, 593, 130, 4, 3]","[2, 4, 702, 284, 1, 193, 236, 3]","[2, 6, 64, 109, 10, 177, 1644, 3]",10,10,8,8
"['▁i', '▁had', '▁the', '▁good', '▁fort', 'une', '▁to', '▁succeed', '.']","['▁म', '▁सफल', '▁हुन', '▁भाग', '्य', 'शाली', '▁थिएँ', '।']","['▁i', '▁had', '▁the', '▁good', '▁fortune', '▁to', '▁succeed.']","['▁म', '▁सफल', '▁हुन', '▁भाग्यशाली', '▁थिएँ।']","[2, 8, 209, 23, 223, 2413, 2166, 10, 1921, 4, 3]","[2, 6, 1741, 354, 727, 31, 722, 491, 4, 3]","[2, 4, 59, 8, 79, 1, 7, 1603, 3]","[2, 4, 811, 90, 2746, 212, 3]",11,10,9,7
"['▁i', '▁have', '▁heard', '▁nothing', '▁from', '▁him', '▁yet', '.']","['▁मैले', '▁अहिलेसम्म', '▁उहाँ', 'बाट', '▁केही', '▁पनि', '▁सुनेको', '▁छैन', '।']","['▁i', '▁have', '▁heard', '▁nothing', '▁from', '▁him', '▁yet.']","['▁मैले', '▁अहिलेसम्म', '▁उहाँबाट', '▁केही', '▁पनि', '▁सुनेको', '▁छैन।']","[2, 8, 65, 676, 560, 257, 188, 598, 4, 3]","[2, 88, 907, 341, 183, 215, 182, 1929, 73, 4, 3]","[2, 4, 13, 222, 204, 75, 104, 290, 3]","[2, 12, 295, 1572, 44, 31, 817, 16, 3]",10,11,9,9
"['▁i', '▁never', '▁thought', '▁i', '▁would', '▁do', '▁this', '▁again', '.']","['▁मैले', '▁कहिल्यै', '▁सोचेको', '▁थि', 'इन', '▁कि', '▁म', '▁यो', '▁फेरि', '▁गर्नेछु', '।']","['▁i', '▁never', '▁thought', '▁i', '▁would', '▁do', '▁this', '▁again.']","['▁मैले', '▁कहिल्यै', '▁सोचेको', '▁थिइन', '▁कि', '▁म', '▁यो', '▁फेरि', '▁गर्नेछु।']","[2, 8, 283, 383, 8, 143, 35, 86, 382, 4, 3]","[2, 88, 319, 902, 60, 288, 77, 6, 68, 684, 904, 4, 3]","[2, 4, 83, 120, 4, 38, 12, 22, 152, 3]","[2, 12, 77, 291, 2159, 17, 4, 10, 200, 260, 3]",11,13,10,11
"['▁i', '▁saw', '▁tom', '▁li', 'mp', 'ing', '▁down', '▁the', '▁street', '.']","['▁मैले', '▁टमलाई', '▁सडकमा', '▁ल', 'ङ्ग', 'डा', '▁गरिरहेको', '▁देखेँ', '।']","['▁i', '▁saw', '▁tom', '▁limping', '▁down', '▁the', '▁street.']","['▁मैले', '▁टमलाई', '▁सडकमा', '▁लङ्गडा', '▁गरिरहेको', '▁देखेँ।']","[2, 8, 568, 22, 84, 387, 33, 456, 23, 1104, 4, 3]","[2, 88, 116, 2542, 47, 767, 513, 602, 1854, 4, 3]","[2, 4, 177, 5, 1, 213, 8, 663, 3]","[2, 12, 18, 1295, 2939, 170, 720, 3]",12,11,9,8
"['▁i', '▁showed', '▁tom', '▁how', '▁to', '▁tie', '▁a', '▁bow', 'line', '.']","['▁मैले', '▁टमलाई', '▁ब', 'ाउ', 'ल', 'ाइन', '▁कसरी', '▁बाँ', 'ध', '्ने', '▁भनेर', '▁देख', 'ाएँ', '।']","['▁i', '▁showed', '▁tom', '▁how', '▁to', '▁tie', '▁a', '▁bowline.']","['▁मैले', '▁टमलाई', '▁बाउलाइन', '▁कसरी', '▁बाँध्ने', '▁भनेर', '▁देखाएँ।']","[2, 8, 1743, 22, 153, 10, 1859, 9, 2578, 2746, 4, 3]","[2, 88, 116, 23, 69, 2935, 772, 490, 726, 2963, 362, 369, 162, 1188, 4, 3]","[2, 4, 756, 5, 43, 7, 1278, 11, 1, 3]","[2, 12, 18, 2598, 132, 2597, 96, 2224, 3]",12,16,10,9
"['▁i', '▁think', '▁tom', '▁is', '▁having', '▁a', '▁good', '▁time', '.']","['▁मलाई', '▁लाग्छ', '▁टमले', '▁राम्रो', '▁समय', '▁बित', 'ाइरहेको', '▁छ', '।']","['▁i', '▁think', '▁tom', '▁is', '▁having', '▁a', '▁good', '▁time.']","['▁मलाई', '▁लाग्छ', '▁टमले', '▁राम्रो', '▁समय', '▁बिताइरहेको', '▁छ।']","[2, 8, 160, 22, 32, 1133, 9, 223, 194, 4, 3]","[2, 49, 167, 52, 175, 340, 1239, 2568, 13, 4, 3]","[2, 4, 47, 5, 9, 420, 11, 79, 124, 3]","[2, 6, 64, 8, 30, 105, 2614, 9, 3]",11,11,10,9
